id	description	condition	B1_G1	B1_S	B1_G2	B2_G1	B2_S	B2_G2	B3_S	B3_G1	B3_G2	sumUniPeps	sumPSMs	countNum
O75643	U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens OX=9606 GN=SNRNP200 PE=1 SV=2	50C	6216	6691.5	6205.8	5743	7399.3	5793.1	7667	5644.9	6284.9	67	130	65
O95777	U6 snRNA-associated Sm-like protein LSm8 OS=Homo sapiens OX=9606 GN=LSM8 PE=1 SV=3	50C	2291.1	1873.1	2729.1	2626.6	1860.1	2626.3	1041.8	2467	2655.4	6	23	7
O75208	Ubiquinone biosynthesis protein COQ9, mitochondrial OS=Homo sapiens OX=9606 GN=COQ9 PE=1 SV=1	50C	121.1	106.8	105.2	97.6	100.7	94.9	121.4	107.3	98.3	3	6	3
P15374	Ubiquitin carboxyl-terminal hydrolase isozyme L3 OS=Homo sapiens OX=9606 GN=UCHL3 PE=1 SV=1	50C	1210.5	1170.4	1592.3	1453.1	1198.6	1498.1	1173.3	1501.6	1787	9	24	13
P22314	Ubiquitin-like modifier-activating enzyme 1 OS=Homo sapiens OX=9606 GN=UBA1 PE=1 SV=3	50C	2001.7	2167.2	2109.5	1973.4	2121.7	1966.5	2398.6	1921.3	2347.3	33	75	33
A0AVT1	Ubiquitin-like modifier-activating enzyme 6 OS=Homo sapiens OX=9606 GN=UBA6 PE=1 SV=1	50C	2265.8	2349.3	2361.2	2344.4	2649.4	2231.9	2720.3	2297	2485.6	23	55	24
P11441	Ubiquitin-like protein 4A OS=Homo sapiens OX=9606 GN=UBL4A PE=1 SV=1	50C	305	314.1	358.9	317	336.8	364.5	305.9	321.4	378.4	6	11	5
O94888	UBX domain-containing protein 7 OS=Homo sapiens OX=9606 GN=UBXN7 PE=1 SV=2	50C	1391.4	1294.6	1617.3	1541.2	1342	1490	1385.7	1518.2	1750.6	15	29	16
O60701	UDP-glucose 6-dehydrogenase OS=Homo sapiens OX=9606 GN=UGDH PE=1 SV=1	50C	1630.1	1471.1	2051.4	1792.8	1403.1	1878.1	1414.8	1738.1	2227.5	18	31	19
O15294	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit OS=Homo sapiens OX=9606 GN=OGT PE=1 SV=3	50C	775.5	757.1	856.5	753.7	788.3	822.9	879.9	792.5	995.4	17	23	14
O94832	Unconventional myosin-Id OS=Homo sapiens OX=9606 GN=MYO1D PE=1 SV=2	50C	317.3	339.1	295.9	345.3	338.4	327.9	367.8	352.7	369.8	9	10	6
P22415	Upstream stimulatory factor 1 OS=Homo sapiens OX=9606 GN=USF1 PE=1 SV=1	50C	113.8	128	106.4	106.5	129.8	105.2	140	100.8	104	2	4	2
P11172	Uridine 5'-monophosphate synthase OS=Homo sapiens OX=9606 GN=UMPS PE=1 SV=1	50C	2413.7	2493.1	3340.7	2831.8	2547.6	3196.9	2606.7	2845.2	3744.4	24	53	27
P06132	Uroporphyrinogen decarboxylase OS=Homo sapiens OX=9606 GN=UROD PE=1 SV=2	50C	2668.8	2329.1	3498.8	3120.5	2341.4	3093.2	2371.8	2974.4	3573	15	55	20
P21281	V-type proton ATPase subunit B, brain isoform OS=Homo sapiens OX=9606 GN=ATP6V1B2 PE=1 SV=3	50C	2072.8	1802.4	2373.2	2216.3	1854.9	2170.7	1780.4	2240.5	2577.1	22	62	24
P21283	V-type proton ATPase subunit C 1 OS=Homo sapiens OX=9606 GN=ATP6V1C1 PE=1 SV=4	50C	1380.3	1517.2	1535.5	1469.1	1567.3	1459.3	1747.3	1454.1	1661.7	19	32	20
O75348	V-type proton ATPase subunit G 1 OS=Homo sapiens OX=9606 GN=ATP6V1G1 PE=1 SV=3	50C	386.9	311.4	411.9	368.2	309.8	355.4	270.4	400	394.7	2	6	2
O75436	Vacuolar protein sorting-associated protein 26A OS=Homo sapiens OX=9606 GN=VPS26A PE=1 SV=2	50C	2147.8	1763.8	2708.3	2359	1756.3	2384.3	1434.1	2461	2859.9	14	41	18
O75351	Vacuolar protein sorting-associated protein 4B OS=Homo sapiens OX=9606 GN=VPS4B PE=1 SV=2	50C	366.2	363.6	388.4	347	392.2	371.5	425.6	415.3	472	5	12	4
P08670	Vimentin OS=Homo sapiens OX=9606 GN=VIM PE=1 SV=4	50C	13256	6246.4	20788.9	12162.2	6054.8	18551.8	5748.5	13804.2	20477.8	32	250	55
P18206	Vinculin OS=Homo sapiens OX=9606 GN=VCL PE=1 SV=4	50C	15076.9	12629.2	18708.3	18349.1	13767.7	18481.4	13187.6	17554.9	20462.9	72	272	103
O75083	WD repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=WDR1 PE=1 SV=4	50C	3887.2	3435.5	4813.7	4566.9	3705.3	4436.9	3289.4	4275.3	4933.1	21	70	25
A4D1P6	WD repeat-containing protein 91 OS=Homo sapiens OX=9606 GN=WDR91 PE=1 SV=2	50C	153.4	170.4	162.5	153.1	178.5	148.6	185.1	147.8	191.3	7	7	4
O75554	WW domain-binding protein 4 OS=Homo sapiens OX=9606 GN=WBP4 PE=1 SV=1	50C	884.8	778.3	880.6	767.3	698.5	678.4	725.1	797.8	809.7	6	10	6
P13010	X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3	50C	1224.6	1383	1308	1147	1516.5	1178.7	2023.7	1188.1	1479.6	23	48	25
P12956	X-ray repair cross-complementing protein 6 OS=Homo sapiens OX=9606 GN=XRCC6 PE=1 SV=2	50C	2152.6	2632.5	2236.8	2025.8	3089.6	2162.3	3749.1	2193.4	2544.2	24	61	25
P12955	Xaa-Pro dipeptidase OS=Homo sapiens OX=9606 GN=PEPD PE=1 SV=3	50C	1207.7	1102.8	1345.1	1364.7	1101.6	1249.2	1148.9	1303.3	1516.4	11	25	12
P16989	Y-box-binding protein 3 OS=Homo sapiens OX=9606 GN=YBX3 PE=1 SV=4	50C	1683.7	2281.4	1734	1480.4	2400.8	1576.2	2450.7	1723.9	1916.4	4	44	14
O95619	YEATS domain-containing protein 4 OS=Homo sapiens OX=9606 GN=YEATS4 PE=1 SV=1	50C	334.8	269.8	370.8	340.7	278.8	333.8	283.1	355.1	419.1	3	4	2
O95365	Zinc finger and BTB domain-containing protein 7A OS=Homo sapiens OX=9606 GN=ZBTB7A PE=1 SV=1	50C	43.5	38.8	49.1	46.2	48.1	43.7	48.5	52.9	41.6	4	4	2
O75152	Zinc finger CCCH domain-containing protein 11A OS=Homo sapiens OX=9606 GN=ZC3H11A PE=1 SV=3	50C	480.2	502.4	561	487.6	604.6	515.9	655.6	513	679.1	11	16	8
P17028	Zinc finger protein 24 OS=Homo sapiens OX=9606 GN=ZNF24 PE=1 SV=4	50C	222.9	228	203.8	218.8	227.2	220	236.1	196.6	221.2	6	6	5
O00488	Zinc finger protein 593 OS=Homo sapiens OX=9606 GN=ZNF593 PE=1 SV=2	50C	184.3	165.6	190	166.1	161	151.7	123.1	167.4	153	2	4	3
O15014	Zinc finger protein 609 OS=Homo sapiens OX=9606 GN=ZNF609 PE=1 SV=2	50C	853	807.6	1079.5	852.4	769.3	1006.1	719	883.7	1143.6	17	18	13
O75312	Zinc finger protein ZPR1 OS=Homo sapiens OX=9606 GN=ZPR1 PE=1 SV=1	50C	1553.6	1414.9	1698.3	1607.1	1512.8	1690.4	1538.8	1607.7	1997.1	17	31	17
P09543	2',3'-cyclic-nucleotide 3'-phosphodiesterase OS=Homo sapiens OX=9606 GN=CNP PE=1 SV=2	52C	836.9	881.1	756.7	754.7	1005.3	753.9	1155.5	841.7	719.7	11	19	11
O43598	2'-deoxynucleoside 5'-phosphate N-hydrolase 1 OS=Homo sapiens OX=9606 GN=DNPH1 PE=1 SV=1	52C	528.8	423.3	548.5	639.3	442.8	619.8	453.3	641.9	636.9	7	25	7
A1L0T0	2-hydroxyacyl-CoA lyase 2 OS=Homo sapiens OX=9606 GN=ILVBL PE=1 SV=2	52C	95.2	128.6	93.8	103.8	175.2	96.2	161.9	98.2	93.7	4	4	3
P21953	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=BCKDHB PE=1 SV=2	52C	114.7	103.7	107	110.5	111.2	102.3	118.2	120.2	115.5	2	4	2
O75832	26S proteasome non-ATPase regulatory subunit 10 OS=Homo sapiens OX=9606 GN=PSMD10 PE=1 SV=1	52C	301.6	297.4	299.9	329.6	319.3	325.7	349.9	316.9	320.5	6	15	6
O00232	26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens OX=9606 GN=PSMD12 PE=1 SV=3	52C	4046.1	3492.2	4641.8	4112	3573.3	4419.4	3365.9	4381.5	4881	25	97	40
O00487	26S proteasome non-ATPase regulatory subunit 14 OS=Homo sapiens OX=9606 GN=PSMD14 PE=1 SV=1	52C	1782.4	1475	2155.8	1785.8	1568.7	2043	1423.4	1973.3	1755.7	10	33	16
O43242	26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3 PE=1 SV=2	52C	4890.2	4080.2	5700.1	5050.2	4157.8	5364.9	4057.1	5340	5968.6	28	99	31
O00233	26S proteasome non-ATPase regulatory subunit 9 OS=Homo sapiens OX=9606 GN=PSMD9 PE=1 SV=3	52C	1445.2	1207.6	1649.5	1419.6	1214.4	1412.2	1065.9	1424.5	1577.2	9	24	10
P17980	26S proteasome regulatory subunit 6A OS=Homo sapiens OX=9606 GN=PSMC3 PE=1 SV=3	52C	5484.8	4970.8	6440.4	5515.3	5027.1	6149.3	4760.9	6046.9	6820.4	26	101	38
O15235	28S ribosomal protein S12, mitochondrial OS=Homo sapiens OX=9606 GN=MRPS12 PE=1 SV=1	52C	85	83	90	83.1	75.5	78	91	76.9	85	3	3	2
P09110	3-ketoacyl-CoA thiolase, peroxisomal OS=Homo sapiens OX=9606 GN=ACAA1 PE=1 SV=2	52C	985.2	808.8	1119.4	1060	857.8	1059.8	822.4	1032.6	775.8	11	21	12
P09001	39S ribosomal protein L3, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL3 PE=1 SV=1	52C	110.6	125.3	127.9	114.8	143.5	135.5	156.2	164	139.3	1	2	1
O60825	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 2 OS=Homo sapiens OX=9606 GN=PFKFB2 PE=1 SV=2	52C	1109.3	765.7	1222.8	1288	757.3	1307.7	722.8	1247.2	1422.4	15	26	17
O95336	6-phosphogluconolactonase OS=Homo sapiens OX=9606 GN=PGLS PE=1 SV=2	52C	1407.7	1148.8	1482.6	1536.7	1174.5	1511.8	1125.3	1550.5	1605.5	13	41	14
P10809	60 kDa heat shock protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPD1 PE=1 SV=2	52C	26272.7	25273.4	32000.2	30172.4	24652.5	31572.4	21792.5	29339.3	32875.6	34	565	67
O43823	A-kinase anchor protein 8 OS=Homo sapiens OX=9606 GN=AKAP8 PE=1 SV=1	52C	482.5	625.5	352	316	700.9	354.1	814.3	348.8	359.7	7	16	6
O96019	Actin-like protein 6A OS=Homo sapiens OX=9606 GN=ACTL6A PE=1 SV=1	52C	1331.7	1272.8	1363.9	1410.3	1269.9	1226.6	1320.7	1253.1	1248.9	11	28	12
O15143	Actin-related protein 2/3 complex subunit 1B OS=Homo sapiens OX=9606 GN=ARPC1B PE=1 SV=3	52C	2122.6	1641.8	2441.9	2408.9	1721.9	2338.6	1510.2	2328.4	2378.2	13	44	18
O15145	Actin-related protein 2/3 complex subunit 3 OS=Homo sapiens OX=9606 GN=ARPC3 PE=1 SV=3	52C	822	694.2	919.5	901.9	715.8	990.8	589.4	861.3	854.9	4	14	6
O15511	Actin-related protein 2/3 complex subunit 5 OS=Homo sapiens OX=9606 GN=ARPC5 PE=1 SV=3	52C	1275.8	1043.7	1318.1	1361.4	1133.2	1370.6	1080.1	1403.9	1488.1	7	26	9
O95433	Activator of 90 kDa heat shock protein ATPase homolog 1 OS=Homo sapiens OX=9606 GN=AHSA1 PE=1 SV=1	52C	929.2	1052.2	1101.9	1055.3	1185.8	1112.1	1366.9	1060.5	1232.4	16	25	18
O14561	Acyl carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFAB1 PE=1 SV=3	52C	1960	1763	2380.3	2333.9	1955.1	2312.1	1604.7	2177.1	2099.1	3	27	6
A8MXV4	Acyl-coenzyme A diphosphatase NUDT19 OS=Homo sapiens OX=9606 GN=NUDT19 PE=1 SV=1	52C	254.1	219	294.7	295.7	245	313.3	240.2	306.4	291.7	5	6	4
O75608	Acyl-protein thioesterase 1 OS=Homo sapiens OX=9606 GN=LYPLA1 PE=1 SV=1	52C	1055.1	876.1	1214.1	1209.6	894.9	1165.4	859.7	1257.3	1241.2	7	23	8
O95372	Acyl-protein thioesterase 2 OS=Homo sapiens OX=9606 GN=LYPLA2 PE=1 SV=1	52C	1162.5	1011.7	1279.7	1307.6	1057.7	1309.5	1026.1	1327.5	1370.7	8	21	10
P13798	Acylamino-acid-releasing enzyme OS=Homo sapiens OX=9606 GN=APEH PE=1 SV=4	52C	2199.9	1784	2486.3	2446.8	1860	2390.1	1672.9	2516.2	2580.9	20	49	21
P07311	Acylphosphatase-1 OS=Homo sapiens OX=9606 GN=ACYP1 PE=1 SV=2	52C	555.9	447.6	650.5	641.8	498.8	615.1	444.3	595.9	640.8	6	11	6
P07741	Adenine phosphoribosyltransferase OS=Homo sapiens OX=9606 GN=APRT PE=1 SV=2	52C	1746.1	1465.6	1933.7	1908.5	1438.1	1873.2	1345.9	1925	2067.8	12	46	13
P25054	Adenomatous polyposis coli protein OS=Homo sapiens OX=9606 GN=APC PE=1 SV=2	52C	426.5	367.6	502.6	417.6	302.2	466.1	281.7	436.9	494.2	9	11	8
P00813	Adenosine deaminase OS=Homo sapiens OX=9606 GN=ADA PE=1 SV=3	52C	1954.4	1551.7	2193.2	2150.4	1575.5	2021.4	1411.8	1979.3	2271.2	15	30	18
P00568	Adenylate kinase isoenzyme 1 OS=Homo sapiens OX=9606 GN=AK1 PE=1 SV=3	52C	519.7	454.4	526.3	483.5	459	492.4	498.3	496	552	10	14	10
P18085	ADP-ribosylation factor 4 OS=Homo sapiens OX=9606 GN=ARF4 PE=1 SV=3	52C	348.3	324.2	422.4	393.2	330.5	471.8	373.5	385	487	5	30	5
P12235	ADP/ATP translocase 1 OS=Homo sapiens OX=9606 GN=SLC25A4 PE=1 SV=4	52C	587.4	1215.1	753.9	654.2	2285.8	691.5	2660.7	777.6	516.1	4	24	14
O43488	Aflatoxin B1 aldehyde reductase member 2 OS=Homo sapiens OX=9606 GN=AKR7A2 PE=1 SV=3	52C	759.9	617.3	780	861.2	659.4	888.6	615.5	980.8	879.1	12	21	12
O00170	AH receptor-interacting protein OS=Homo sapiens OX=9606 GN=AIP PE=1 SV=3	52C	70.5	79.1	66	68.9	96.1	81.2	121.2	82.3	76.6	4	5	4
P11766	Alcohol dehydrogenase class-3 OS=Homo sapiens OX=9606 GN=ADH5 PE=1 SV=4	52C	4050.7	3224.1	4432.3	4457.6	3411.1	4187.7	2958.7	4520.3	4636.5	12	60	17
P05091	Aldehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH2 PE=1 SV=2	52C	2762.4	2066.2	2597.5	2850.6	2179.6	2555.4	2065.8	3062.4	3348.4	17	53	20
P14550	Aldo-keto reductase family 1 member A1 OS=Homo sapiens OX=9606 GN=AKR1A1 PE=1 SV=3	52C	1012.3	916.2	1050.9	1163.6	1009.7	1158.8	995.2	1293.4	1097.2	17	32	15
O00116	Alkyldihydroxyacetonephosphate synthase, peroxisomal OS=Homo sapiens OX=9606 GN=AGPS PE=1 SV=1	52C	199.3	263.5	161.5	166.9	284.3	146.7	330.4	163.9	143.9	7	8	5
P12814	Alpha-actinin-1 OS=Homo sapiens OX=9606 GN=ACTN1 PE=1 SV=2	52C	4759	4172	5667.3	5421	4305.6	5585.8	3890.6	5512.7	5700.9	28	228	43
O43707	Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2	52C	21632.7	17850.4	24519.1	22379.1	18533.3	22288.2	16529.9	24238.2	21947.4	40	440	85
P06280	Alpha-galactosidase A OS=Homo sapiens OX=9606 GN=GLA PE=1 SV=1	52C	717.6	611.8	805.3	775.2	630.3	808.6	561.8	792.8	816.6	8	13	7
P17050	Alpha-N-acetylgalactosaminidase OS=Homo sapiens OX=9606 GN=NAGA PE=1 SV=2	52C	559.4	452.1	558.3	600.3	445.4	596.6	412.5	608.5	630.6	6	11	6
O75179	Ankyrin repeat domain-containing protein 17 OS=Homo sapiens OX=9606 GN=ANKRD17 PE=1 SV=3	52C	378.7	431.6	453.3	396.4	477.7	456.5	551.6	433.2	486.7	13	20	15
P04083	Annexin A1 OS=Homo sapiens OX=9606 GN=ANXA1 PE=1 SV=2	52C	623.9	830.1	579.9	526.9	1045.9	567.7	1385.2	636.1	632.9	14	32	16
P07355	Annexin A2 OS=Homo sapiens OX=9606 GN=ANXA2 PE=1 SV=2	52C	2298.4	2633.1	2898.2	3248.4	3066.3	2677.9	3096.4	3500.6	3130	20	68	25
P08758	Annexin A5 OS=Homo sapiens OX=9606 GN=ANXA5 PE=1 SV=2	52C	580.3	771.5	529.5	527.1	952.7	548.1	1212.1	542.1	579.7	16	23	15
P08133	Annexin A6 OS=Homo sapiens OX=9606 GN=ANXA6 PE=1 SV=3	52C	858.1	1235.7	871.9	857.6	1521.4	868.1	1529.7	843	1002.7	18	23	16
P20073	Annexin A7 OS=Homo sapiens OX=9606 GN=ANXA7 PE=1 SV=3	52C	207.1	235.4	220	238.6	328.4	215.7	439.1	221	248.1	8	17	7
O95782	AP-2 complex subunit alpha-1 OS=Homo sapiens OX=9606 GN=AP2A1 PE=1 SV=3	52C	1907.9	2085.5	2239.7	1930.7	2375.8	2227.5	2621.3	2191.4	2768.2	23	53	32
O00203	AP-3 complex subunit beta-1 OS=Homo sapiens OX=9606 GN=AP3B1 PE=1 SV=3	52C	438.6	497.7	454	456.3	584.4	465	650.9	468.5	495.4	18	20	12
P02654	Apolipoprotein C-I OS=Homo sapiens OX=9606 GN=APOC1 PE=1 SV=1	52C	92.6	123	116.8	110.3	178.3	161	145.9	126	139.9	2	3	2
P02649	Apolipoprotein E OS=Homo sapiens OX=9606 GN=APOE PE=1 SV=1	52C	592.5	830.9	539.3	468.2	907.8	586.4	906.4	451.4	562.4	9	24	14
O95831	Apoptosis-inducing factor 1, mitochondrial OS=Homo sapiens OX=9606 GN=AIFM1 PE=1 SV=1	52C	3720.7	3051.9	3545.2	3574.4	3209.7	3100.9	2820.8	3510.5	2733.2	20	60	24
P04424	Argininosuccinate lyase OS=Homo sapiens OX=9606 GN=ASL PE=1 SV=4	52C	740.2	636.7	788.5	918.1	673.2	831.5	604.2	870.7	894.3	12	20	9
P08243	Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=ASNS PE=1 SV=4	52C	3970.2	3106.6	3946.2	4534.1	3780.5	4788.5	3767.7	5309.8	5186.6	27	92	36
O43776	Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=NARS1 PE=1 SV=1	52C	3821.4	2433.3	3260.7	3564.6	2381.4	3569.3	2476.5	4254.6	4107	22	75	27
P17174	Aspartate aminotransferase, cytoplasmic OS=Homo sapiens OX=9606 GN=GOT1 PE=1 SV=3	52C	4385.9	3571.4	4718.5	4874.5	3480.4	4574.7	3275	4847.5	5140.6	21	70	25
P14868	Aspartate--tRNA ligase, cytoplasmic OS=Homo sapiens OX=9606 GN=DARS1 PE=1 SV=2	52C	3856.1	3322.2	4309.9	4095.7	3620.7	4043.8	3510.3	4276.6	4478.6	29	78	34
O14497	AT-rich interactive domain-containing protein 1A OS=Homo sapiens OX=9606 GN=ARID1A PE=1 SV=3	52C	421.5	404.1	416.3	412.2	442.7	396.2	448.7	417.5	460.5	9	14	8
P24539	ATP synthase F(0) complex subunit B1, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5PB PE=1 SV=2	52C	272.8	532.5	257.7	222.3	708.8	253.6	762	275.2	202.2	7	11	7
P17858	ATP-dependent 6-phosphofructokinase, liver type OS=Homo sapiens OX=9606 GN=PFKL PE=1 SV=6	52C	2203.8	1742.2	2469.6	2422.4	1772.6	2512.2	1662.1	2522.3	2731.4	19	69	17
O76031	ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial OS=Homo sapiens OX=9606 GN=CLPX PE=1 SV=2	52C	1955.4	2174.9	2081.2	1851.7	2439.4	2217.3	2485.6	1985.6	2173.9	24	40	24
O00148	ATP-dependent RNA helicase DDX39A OS=Homo sapiens OX=9606 GN=DDX39A PE=1 SV=2	52C	133.9	200.9	153.4	145.7	230	159.3	315.3	150.7	188.4	3	46	3
O00571	ATP-dependent RNA helicase DDX3X OS=Homo sapiens OX=9606 GN=DDX3X PE=1 SV=3	52C	578.6	691.8	635.3	572.9	771.8	641.2	949.6	635.1	739.4	15	23	13
O43143	ATP-dependent RNA helicase DHX15 OS=Homo sapiens OX=9606 GN=DHX15 PE=1 SV=2	52C	4805.3	4301.7	5253.6	5204.4	4404.6	5066.6	3939	5130.2	5460.3	37	127	48
O43681	ATPase GET3 OS=Homo sapiens OX=9606 GN=GET3 PE=1 SV=2	52C	878.7	751.6	876	853.1	741.1	849.6	684.2	882.9	939.3	10	17	9
O14965	Aurora kinase A OS=Homo sapiens OX=9606 GN=AURKA PE=1 SV=3	52C	243	348.3	717.3	334.9	391.2	703.4	513.6	350.1	692.9	7	9	7
O95999	B-cell lymphoma/leukemia 10 OS=Homo sapiens OX=9606 GN=BCL10 PE=1 SV=1	52C	45.1	45.4	51	45.8	51.6	49.9	54.4	55.1	55.5	4	4	2
O95816	BAG family molecular chaperone regulator 2 OS=Homo sapiens OX=9606 GN=BAG2 PE=1 SV=1	52C	721.1	742.5	798.5	729.3	693.9	721.1	729.3	731.1	766.6	9	22	10
O95429	BAG family molecular chaperone regulator 4 OS=Homo sapiens OX=9606 GN=BAG4 PE=1 SV=1	52C	359.5	336.6	368	344.5	343.9	333.2	314.5	355.6	339.5	7	12	8
O43491	Band 4.1-like protein 2 OS=Homo sapiens OX=9606 GN=EPB41L2 PE=1 SV=1	52C	3809.5	3886.8	4061.6	4413.4	5038	4198.4	4998.1	4783.9	4739.9	6	88	41
O75531	Barrier-to-autointegration factor OS=Homo sapiens OX=9606 GN=BANF1 PE=1 SV=1	52C	445.4	427.3	494.3	365.9	426.9	573.3	335.8	596.1	333.3	5	8	6
P25098	Beta-adrenergic receptor kinase 1 OS=Homo sapiens OX=9606 GN=GRK2 PE=1 SV=2	52C	528.3	463.3	561.5	545.2	451.1	614.7	483.3	660.9	635.8	13	17	10
P16278	Beta-galactosidase OS=Homo sapiens OX=9606 GN=GLB1 PE=1 SV=2	52C	1194.4	928.9	1148.1	1272.5	949.1	1162.3	952.7	1282.3	1322	12	30	13
P06865	Beta-hexosaminidase subunit alpha OS=Homo sapiens OX=9606 GN=HEXA PE=1 SV=2	52C	1409.2	1118.6	1467.8	1426.1	1115	1366.3	1039.5	1472.2	1466.5	14	36	15
P07686	Beta-hexosaminidase subunit beta OS=Homo sapiens OX=9606 GN=HEXB PE=1 SV=4	52C	2072.4	1454.1	1987.8	2122.8	1474.9	1892.2	1262	2115.8	1919.4	18	38	19
O00462	Beta-mannosidase OS=Homo sapiens OX=9606 GN=MANBA PE=1 SV=3	52C	1531.7	1189.1	1563.6	1501	1199.7	1448	1094.8	1464.8	1461.4	15	30	16
P07814	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens OX=9606 GN=EPRS1 PE=1 SV=5	52C	1617.4	1833.1	1586.3	1556.1	2087.1	1590.4	2948.1	1676.9	1816.9	39	69	41
P13995	Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial OS=Homo sapiens OX=9606 GN=MTHFD2 PE=1 SV=2	52C	957.7	959.2	1146.8	1117.2	1035.4	1199.3	979.8	1173.4	1102.2	12	21	11
O15382	Branched-chain-amino-acid aminotransferase, mitochondrial OS=Homo sapiens OX=9606 GN=BCAT2 PE=1 SV=2	52C	976.8	757.5	1164.4	1002.9	749.8	1014.6	656.3	1059.8	1143.8	10	24	12
P11274	Breakpoint cluster region protein OS=Homo sapiens OX=9606 GN=BCR PE=1 SV=2	52C	161.1	152.6	185.5	141.7	148.6	172.4	168.5	155.9	188.9	6	7	6
O60885	Bromodomain-containing protein 4 OS=Homo sapiens OX=9606 GN=BRD4 PE=1 SV=2	52C	372.4	357.5	344.3	334.8	384	330.4	458.6	363.5	348	10	12	9
P11586	C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=4	52C	2972.2	3487.1	3902.1	4324.3	4336.1	4226.6	4542.3	3637.4	4094.1	37	84	40
P05937	Calbindin OS=Homo sapiens OX=9606 GN=CALB1 PE=1 SV=2	52C	1659	1737.9	2637.2	1689.4	1513	2512.3	1350.2	1651.4	2427.1	12	32	15
P04632	Calpain small subunit 1 OS=Homo sapiens OX=9606 GN=CAPNS1 PE=1 SV=1	52C	1732.3	1425.8	1891.4	1821.8	1525.4	1947.7	1407.6	2002.4	2182.8	8	39	12
P07384	Calpain-1 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN1 PE=1 SV=1	52C	3245	2509	3554.5	3532.6	2739.9	3654.3	2326.8	3737.5	4187	30	76	37
P17655	Calpain-2 catalytic subunit OS=Homo sapiens OX=9606 GN=CAPN2 PE=1 SV=6	52C	2150.8	1761	2510.1	2296.5	1702.5	2394.5	1596.7	2426.7	2695.4	19	41	22
P20810	Calpastatin OS=Homo sapiens OX=9606 GN=CAST PE=1 SV=4	52C	1707.6	1365.8	1722.4	1780.2	1390.6	1792.6	1315.9	1941	1961	19	39	18
P10644	cAMP-dependent protein kinase type I-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR1A PE=1 SV=1	52C	657.1	573.9	608.5	626	631.4	602.7	627.7	639.2	598.2	8	13	8
P13861	cAMP-dependent protein kinase type II-alpha regulatory subunit OS=Homo sapiens OX=9606 GN=PRKAR2A PE=1 SV=2	52C	842.5	804.8	803	782	807.5	746.6	825.2	798.6	798.4	15	23	14
P0DMU9	Cancer/testis antigen family 45 member A10 OS=Homo sapiens OX=9606 GN=CT45A10 PE=1 SV=1	52C	718.7	797.5	634.4	591.8	905.1	663.5	909.3	708.7	705.1	8	13	8
A8MPS7	Carbohydrate deacetylase OS=Homo sapiens OX=9606 GN=YDJC PE=1 SV=1	52C	263.6	253.4	289.6	334.3	304.2	292.1	313.5	345.9	361.2	7	10	4
P23786	Carnitine O-palmitoyltransferase 2, mitochondrial OS=Homo sapiens OX=9606 GN=CPT2 PE=1 SV=2	52C	55.8	48.7	53.5	51.5	55.3	62.5	98.7	68.6	65.1	7	7	4
O75718	Cartilage-associated protein OS=Homo sapiens OX=9606 GN=CRTAP PE=1 SV=1	52C	48.7	56.3	35.7	43.2	71.6	42.5	77.3	45.1	39.1	3	3	2
P04040	Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3	52C	5455.7	4946.6	6396.9	5807.2	4827.6	5659.7	4296	5644.3	4958.7	27	109	35
P21964	Catechol O-methyltransferase OS=Homo sapiens OX=9606 GN=COMT PE=1 SV=2	52C	916.2	1024.5	581.3	637.3	1352.6	567	1362	632.7	545.8	8	23	9
O60716	Catenin delta-1 OS=Homo sapiens OX=9606 GN=CTNND1 PE=1 SV=1	52C	176.7	175.4	174.4	156.5	189.4	182.9	226.5	181.4	188.4	11	11	8
P07858	Cathepsin B OS=Homo sapiens OX=9606 GN=CTSB PE=1 SV=3	52C	909.2	591.1	755.7	811	561.9	710.1	551.6	729.3	717.8	9	17	9
